"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000108829",3850.57518186778,-1.47512433250657,0.0523361162633222,-28.1855903308659,8.7826929452242e-175,1.07909497874313e-172,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000185112",747.773002441521,2.65521020899357,0.0942128759671331,28.1830926159165,9.42407819362372e-175,1.14765256657041e-172,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000057657",689.791384929011,2.83411499590243,0.10080694490507,28.1142831832798,6.55361262420991e-174,7.91090029138181e-172,"PRDM1","639","PR/SET domain 1"
"ENSG00000103449",1051.52143130918,2.3538245486812,0.083980887529531,28.0280980342522,7.38767883328971e-173,8.84016073259997e-171,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000172795",852.701537725169,2.13212457746934,0.0763308128512968,27.9326853445544,1.07007545553731e-171,1.26942313307319e-169,"DCP2","167227","decapping mRNA 2"
"ENSG00000141429",3588.58297366052,1.50608977463725,0.0539838728979098,27.8988833847741,2.75259788876342e-171,3.23747859378406e-169,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000166510",570.336073336896,2.83104291559204,0.101570214582645,27.8727669053854,5.70737322518231e-171,6.65586126709608e-169,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000109685",1268.17937848349,-1.89113560105939,0.0680119207449655,-27.8059431397455,3.67626948420932e-170,4.25118860270625e-168,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000184838",1048.67798618006,2.27795101182513,0.0819388010173581,27.8006388126495,4.26126707156332e-170,4.88660801431524e-168,"PRR16","51334","proline rich 16"
"ENSG00000163661",1909.80217231797,-1.64966973954771,0.0593646440200468,-27.7887582209815,5.93110392923438e-170,6.74528274133837e-168,"PTX3","5806","pentraxin 3"
"ENSG00000135318",10396.875971113,-1.1810145671496,0.0425064862980218,-27.7843376389491,6.70733532099341e-170,7.56554437313035e-168,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000091039",4444.70184434491,1.57255982023762,0.0566426098688048,27.762841858452,1.21945448876507e-169,1.36430188779643e-167,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000161800",563.923688119321,-2.79240455148697,0.100595003970631,-27.7588790821285,1.36145785496571e-169,1.51088883404702e-167,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000166851",502.683929770066,-3.32935586332846,0.12012082294384,-27.7167253914423,4.38997094566895e-169,4.83283121466803e-167,"PLK1","5347","polo like kinase 1"
"ENSG00000197565",563.648360733133,3.41280092553199,0.123190386463141,27.7034679695004,6.34181019425285e-169,6.92616270500901e-167,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000173801",2853.13714423843,1.54853801304793,0.0559429270672689,27.6806755425201,1.19311747904435e-168,1.29279445898656e-166,"JUP","3728","junction plakoglobin"
"ENSG00000076641",954.690284174,2.03268877116624,0.0738991428499702,27.5062564026351,1.47776761792472e-166,1.58871563986423e-164,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000100345",41759.3349472728,-1.22519164618204,0.0445477338639953,-27.5028949827742,1.6211064369832e-166,1.7293058666144e-164,"MYH9","4627","myosin heavy chain 9"
"ENSG00000113387",1168.42585268541,-2.03754588422656,0.0740996874582031,-27.4973613805843,1.88793636793788e-166,1.99845325839947e-164,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000102225",1340.69055489962,-1.74230471534012,0.0633647833504567,-27.4964203018547,1.93749371391009e-166,2.03525580130662e-164,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000038427",13753.9971136825,1.28373681979933,0.046707946511444,27.4843343730557,2.70223840179265e-166,2.81708353386884e-164,"VCAN","1462","versican"
"ENSG00000089685",509.548185635596,-3.09774108216145,0.112961602464247,-27.422956248712,1.46049940798187e-165,1.5111227333262e-163,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02341529046738,0.110270644976652,-27.418133730038,1.66727396347073e-165,1.71219082174035e-163,"FOXM1","2305","forkhead box M1"
"ENSG00000076706",1719.55770882045,-1.57936904125108,0.0576878596500679,-27.3778408634237,5.03593969584657e-165,5.13330119663293e-163,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268817e-164,6.36280193451852e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000170759",4331.58598921615,-1.28568820762015,0.0472129877883932,-27.231663740125,2.74038764711765e-163,2.75258937313767e-161,"KIF5B","3799","kinesin family member 5B"
"ENSG00000136378",1190.06353560081,2.13134840566399,0.0785266636376639,27.1417160354401,3.17146706713796e-162,3.16250422542649e-160,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000125384",562.779146692896,-2.72077303719534,0.100543939256561,-27.0605374855333,2.87090310435135e-161,2.84219407330784e-159,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000152223",2690.47150334747,-1.50603827026234,0.0557807272986181,-26.9992584033528,1.50782741615812e-160,1.48208664812514e-158,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000147065",17820.4971549208,-1.03010413007562,0.0382020617349033,-26.964621365827,3.84404228503317e-160,3.75162169392492e-158,"MSN","4478","moesin"
"ENSG00000075426",1241.54577193998,-2.02421281347805,0.0751237052234586,-26.9450609159512,6.51753998145474e-160,6.31604702005624e-158,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000147883",1092.60954361111,2.17986245066548,0.0809765507657381,26.9196752646545,1.29246028859293e-159,1.24374447771519e-157,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000174574",1409.88985133804,-1.74444614466813,0.0648787849228472,-26.8877745898385,3.05254925660495e-159,2.9170923833431e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000119326",1060.1999959954,-2.06906604956043,0.0770401976840863,-26.8569670348577,6.99357864138845e-159,6.63714728856183e-157,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000113319",1375.65463563177,1.72034776140136,0.0640571137840154,26.8564669835413,7.08826568054376e-159,6.68093315273717e-157,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000167900",535.537322697115,-2.99326410108397,0.111770234118182,-26.7805120450852,5.45033289965709e-158,5.10217898178104e-156,"TK1","7083","thymidine kinase 1"
"ENSG00000091844",494.500786591075,2.80823899733294,0.104918964527831,26.7657902455568,8.08793949894947e-158,7.52014428682727e-156,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000100106",1548.43376339178,-1.54579256731052,0.0581046068532278,-26.6036146017679,6.16490763067512e-156,5.69364388628996e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.43015719526215e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000042062",529.580434708431,3.50764508082714,0.132630910473523,26.4466636646317,3.98584283362036e-154,3.63239624062582e-152,"RIPOR3","140876","RIPOR family member 3"
"ENSG00000167553",3002.80270522025,-1.43650227326783,0.0543418739385548,-26.4345369262037,5.49503179003534e-154,4.97481134622871e-152,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000100647",1393.45153066727,1.71994716020042,0.0651552413330161,26.397679219843,1.45686626945603e-153,1.31032266235192e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000145386",450.26224000273,-3.10923588100195,0.118230750527998,-26.2980304795212,2.01981196608069e-152,1.80484626397639e-150,"CCNA2","890","cyclin A2"
"ENSG00000139318",1424.14713666972,1.67884758583694,0.0638424436182314,26.2967313074075,2.09011378305292e-152,1.85561650119944e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000151617",710.546799779895,2.15466235141143,0.0822444444530421,26.1982723056954,2.78062745994565e-151,2.45283426130206e-149,"EDNRA","1909","endothelin receptor type A"
"ENSG00000113810",918.429735878976,-1.98563498183282,0.0758740700114924,-26.1701393049307,5.81469424420213e-151,5.09656098690863e-149,"SMC4","10051","structural maintenance of chromosomes 4"
"ENSG00000169439",2385.18491369971,1.32445729636576,0.0507613407480042,26.0918501530683,4.51120292826984e-150,3.92902933518489e-148,"SDC2","6383","syndecan 2"
"ENSG00000091409",2615.20252718009,-1.34483610049454,0.0515851556366264,-26.0702150434084,7.9379650854013e-150,6.87008412202561e-148,"ITGA6","3655","integrin subunit alpha 6"
